	protein	coefficient_control	p_value_control	random_intercept_variance_control	residual_variance_control	log_likelihood_control	aic_control	bic_control	bse_control	q_value_control	coefficient_treated	p_value_treated	random_intercept_variance_treated	residual_variance_treated	log_likelihood_treated	aic_treated	bic_treated	bse_treated	q_value_treated	diff	se_diff	z_stat	p_value	q_value	log2_fold_change
56	FGA	1.1985855417158198	1.3204500691813532e-20	0.2413531816801082	0.3130253025329303	-377.105566719747			0.1287893814383173	1.9482233647836748e-19	0.2206718653874396	0.5068084764209604	0.7591349766480718	0.4688871998702192	-123.24343510663788			0.3324295727053185	0.7642584849184154	0.9779136763283802	0.35650543555506276	2.743054042937138	0.0015217666644706807	0.004565299993412042	2.4413582664970264
57	CCT2	-1.1898416899663224	1.3746940321708045e-12	0.0804956609543507	0.5364497973671087	-475.0216555783397			0.1679007555244223	1.0780821216258424e-11	-0.1737904383533903	0.6055038631932703	0.0064304693823545	0.5207619994793885	-127.06558421765097			0.3364758478260556	0.8183535358085612	1.016051251612932	0.3760407689013716	2.7019709979356605	0.0017232443656532426	0.005080599767701801	2.7753490189053807
58	SLC25A3	1.3931972365081973	4.722365194135975e-24	0.2512839615173824	0.3486944603174192	-397.5032771709509			0.13773074460521	9.034766816473332e-23	0.4543703252409298	0.1623672183696101	0.389861035207627	0.4609764808981996	-121.37271007930887			0.325211303515189	0.3971925483723504	0.9388269112672675	0.35317439027137	2.6582530815609178	0.0019636721049975936	0.005691320846687941	1.6164589952177724
59	HSPA1A	-1.7831667450941568	1.5827809263278573e-52	0.1931762919947577	0.25376359629556	-338.1681582259061			0.1169092632750695	1.059854458744923e-50	-1.11176357258224	8.073519548951373e-07	0.2753019862091346	0.2236096056762265	-83.50491866898051			0.225346130126877	4.531935640144704e-05	0.671403172511917	0.25386739491844734	2.644700288225667	0.0020440825505066984	0.005825635268944091	0.6815915991903955
60	DCXR	-1.6392290409555672	2.7245309572163493e-49	0.2149279470698972	0.2224991067860441	-308.8097635369911			0.1110724186040145	1.4823151239105202e-47	-1.0356295880735833	2.331265629403424e-07	0.2126794349484481	0.1872292177340963	-75.8728676765507			0.2002852220002426	2.066237536797561e-05	0.6035994528819839	0.22902238389780133	2.6355478561053376	0.0021000394920644427	0.0058869959531642575	0.6625093598760015
61	VARS1	1.2590967958873127	1.5047629994341025e-14	0.0742051940253423	0.5174187442056961	-475.0424757858673			0.1637929063092728	1.3644751989660273e-13	0.5360895933765605	0.0196146098857247	0.3015250788819739	0.2282337742557802	-83.3589968413915			0.2297225464414286	0.1088817086144764	0.7230072025107522	0.28213572000151366	2.5626219980471574	0.002597127075074035	0.007112243530919224	1.231843162985893
62	EML4	-1.027358755677184	3.707721511907631e-17	0.2186022182999917	0.2729976373368895	-351.70975843782617			0.1219881565887538	4.3034287681541244e-16	-0.2197721327412411	0.4500870638002472	0.1322685234308178	0.3738944366467328	-108.6408289388994			0.2909849007822457	0.7165356383034024	0.8075866229359429	0.31552071696035383	2.5595359655493515	0.002620300248233398	0.007112243530919224	2.224859693289772
63	HSD17B4	-1.6325341186546185	1.7439441490223185e-19	0.0743301855340888	0.5927933855149341	-499.49955518418665			0.1808245302985765	2.300156638975649e-18	-0.8506708300452158	0.0007719813691857	0.3102415557718099	0.2671146486681303	-88.68421811452274			0.2529763126233471	0.0096297527830281	0.7818632886094027	0.31095743359213374	2.5143740079709143	0.0029810975236099213	0.00796511994589526	0.9404402539768206
64	EPHX1	-1.392927603936167	7.3575981913931475e-25	2.928413311364421	0.3453039886555397	-417.51922827490966			0.1352903552162061	1.472365339220169e-23	-0.7907886300846839	0.0001150814767465	0.2824967705721656	0.1936203453509778	-76.94866626591482			0.2050601614719004	0.002202240986831	0.6021389738514832	0.24566878116156535	2.4510195027811994	0.003561305868822362	0.009368973901055754	0.8167562438703457
65	CPS1	1.6247876560635717	5.6530987789181966e-40	0.2389407956997143	0.2724209952217158	-350.25882056495175			0.1227823756504422	2.008580606958486e-38	1.001827704391017	7.393365659482035e-06	0.3630115149750051	0.229335151303671	-83.91133031465887			0.2235205853693869	0.0003112606942641	0.6229599516725546	0.2550234574587986	2.4427554934753384	0.003643902128767973	0.009441019151807931	0.697616770927681
66	PHYH	-1.336021479918016	6.9879704319087e-20	1.1820472760658964	0.4136403298333882	-453.864649226123			0.1463677620407019	9.811335904800845e-19	-0.5864769723217125	0.0304209869089837	0.5485814436319701	0.3375132265421631	-108.77750806990878			0.2709444518172571	0.1426990026594112	0.7495445075963034	0.3079519730986595	2.4339655955254087	0.00373360363094849	0.009529048073017788	1.1877968350690644
67	CAT	-1.550457640899095	2.751015305940696e-28	0.1326156007691175	0.3686360421951115	-407.71507418522606			0.1405724925186889	6.560983078962675e-27	-0.7341590575747055	0.0183202372776318	0.445322106090433	0.4269142849331945	-119.47758927624017			0.3112054807244574	0.1042383753895236	0.8162985833243896	0.34148129800306415	2.390463513223102	0.004206780259873033	0.010578815065268952	1.078529545618869
68	REEP6	-1.2944685718184972	2.1452270812748783e-26	0.2333855201144873	0.2834806318528268	-361.5236720508656			0.1217671426743564	4.668550435624454e-25	-0.6633512911905117	0.0053855039134061	0.2840605889182122	0.2621082029220842	-93.0177503333453			0.2383564075221616	0.0431624371416635	0.6311172806279854	0.2676583905689262	2.3579207783716494	0.0045944036097328445	0.011386130684990094	0.9645149523459762
69	SUCLG1	1.4773569353457452	9.483870152016512e-26	0.2409136914289606	0.3721940303426505	-419.8809642229835			0.1408189777066393	1.942519757018912e-24	0.7313333034832898	0.0118811930616141	0.1900484437597575	0.3660833176607401	-107.99978917670028			0.2907130519619601	0.0775501128517762	0.7460236318624553	0.32302331659398875	2.3095039693377304	0.005228907918563008	0.012593566958792598	1.0144174629746963
70	CCT6A	-1.3745521310338786	1.7708035827218178e-20	0.1049402544322768	0.4080484990503325	-424.1779605946588			0.1481945170943066	2.569140864598904e-19	-0.4644866010694742	0.2027125561364249	0.0618482142923749	0.59050421882408	-129.90575833140096			0.3646288499871714	0.4569852001790356	0.9100655299644045	0.39359346175944265	2.312196767436702	0.005191710587896525	0.012593566958792598	1.5652527380464534
71	CCT3	-1.020508476357505	1.8190148849733368e-10	0.0865125410543246	0.4909701949230441	-463.9929829377456			0.1600573741072636	1.2180403518225303e-09	-0.2849787865137347	0.3234807895534327	0.1550526794775535	0.3597734932881208	-106.78072764726886			0.2886357432372081	0.5889098914680873	0.7355296898437702	0.3300438687208233	2.2285815903640924	0.006460439270293328	0.015343543266946653	1.840361729603365
72	EVA1A	-1.2147226767337695	5.167066556988902e-17	0.0934088668853681	0.343412526538876	-332.24065767679394			0.1449060604841115	5.803782500463018e-16	-0.31245723328268	0.4119411524736841	0.1432342963773118	0.4918576187717748	-99.48785740922465			0.3808213671172245	0.688203274569131	0.9022654434510895	0.4074588077561422	2.214372167875879	0.006700796964552669	0.015696387410116527	1.9588963381590838
73	SCP2	-1.0259622040600318	5.576164257571063e-13	0.2124500439690578	0.3715894967880638	-401.8095124905492			0.1422879637716706	4.579293383222274e-12	-0.3647459573899761	0.1696234955596387	0.467225877626152	0.3202749716464556	-103.88718048952586			0.2655760024276435	0.4078933018788184	0.6612162466700557	0.3012913501907016	2.1946074663329718	0.00704794187681651	0.01628646028291383	1.4920136903136398
74	TCP1	-1.3978348194164332	2.4601243209443398e-22	0.1122843618492883	0.4028740119111669	-432.7805435680625			0.1437993732376861	4.079120421680092e-21	-0.6597723071162372	0.0316867217658198	0.0403496686983871	0.413046771833366	-114.49263081065033			0.3071078957634782	0.1453962927892113	0.7380625123001959	0.33910694387438123	2.1764889384677533	0.00737967997706529	0.016825670347708863	1.0831537596421583
75	EEF1D	1.0767747238578056	1.45163499255142e-15	0.1282088026811231	0.3475416309865918	-403.6392801745985			0.134917427564276	1.427851142390973e-14	0.4539455082951111	0.0746401887751388	0.1843943473338557	0.28765954436503	-95.862064075038			0.2546437336391734	0.2534154796317214	0.6228292155626944	0.2881772776300379	2.1612710782918936	0.007668601415017795	0.01725435318379004	1.2461254180895236
76	APMAP	1.530541536237887	3.361269766334907e-40	0.242139108884359	0.2550185780840746	-345.879381608364			0.1153204110698755	1.2191605548310566e-38	1.08939819543803	4.0473719456339934e-10	0.3496945728442509	0.1359608034440008	-56.30496365076067			0.1742426633516905	7.573082618275163e-08	0.44114334079985684	0.20894808671346005	2.1112581011800153	0.00868753331810257	0.019045746120455634	0.4905108151295608
77	PSMA1	-1.135684552616346	8.26298417726136e-17	0.1818620376993197	0.3577893560161475	-409.0638203264398			0.1363790766854859	8.991159657882517e-16	-0.4690774694602422	0.0987824655959854	0.0493344424914179	0.3632669587090686	-107.69630751426833			0.2841541713407808	0.293904014246713	0.6666070831561037	0.3151870010770613	2.1149574090243726	0.008608394374942041	0.019045746120455634	1.275664055299866
78	COX2	1.3231654269840285	2.8188478203381404e-19	0.087139005045555	0.4037187047839785	-423.8692310536378			0.1474185169700617	3.689935379856167e-18	0.5801695278236331	0.0710983784601406	0.1462140589213159	0.4611344615900089	-121.08693790978587			0.3214505255691974	0.2463573442939851	0.7429958991603954	0.3536419934543487	2.100983234210583	0.00891060950498207	0.0192875218398979	1.1894470157714012
79	CNPY2	-1.0905722189673677	1.0678702800597622e-11	0.228190365980552	0.4104234818705864	-361.38123893088914			0.160448000412941	7.945137425572846e-11	-0.2107405462754019	0.5880220440501521	0.0368296359478659	0.5469340188857694	-104.83634966574029			0.389032250531519	0.808770492447234	0.8798316726919657	0.4208202143316427	2.0907543001215774	0.009137523663844072	0.019531456831466704	2.371545491003053
80	PSMA5	-1.0221070815575566	1.6549630912887105e-13	0.1885471712767814	0.3621374971699993	-400.6253277990143			0.1386082707920247	1.3986848261813813e-12	-0.0686838835160851	0.8758094773377555	0.0420784318024413	0.8715080236928945	-156.9907925456901			0.4394823287320057	0.9544394688666296	0.9534231980414715	0.46082205893344774	2.068961716477131	0.009637419834962302	0.020345664096031526	3.895430924292771
81	PSMA4	-1.0425578740226586	1.1745014905410466e-13	0.3201860364987904	0.3738512438268548	-416.9088114613705			0.1405135052785263	1.0023564191333147e-12	-0.3371936233502342	0.2905289243392491	0.1190374789109968	0.4486101932031386	-120.34113440443532			0.3190215155073064	0.5547060188064576	0.7053642506724245	0.3485954281430509	2.0234466482531395	0.010756779720278109	0.022012193446592356	1.6284783132319027
82	NDUFB4	1.1431954239556164	1.1254090089740842e-16	0.1209153905666586	0.3706101136063604	-414.8474472411958			0.1378881345501233	1.209467336187581e-15	0.3447220899901363	0.3517477083961087	0.1136325384275111	0.5823634215719882	-131.0589832933582			0.3701893957452928	0.6174637242743342	0.79847333396548	0.3950358545397847	2.021268005902144	0.010813007307098	0.022012193446592356	1.729566391150848
83	FBP2	1.227730276742108	2.2323344220245147e-28	0.2846192335182536	0.238092299231667	-328.8600122007517			0.111123213545261	5.397908651034278e-27	0.6605870718569044	0.0102343846268249	0.2083105489482335	0.2877744255022004	-97.67516670102214			0.2572571977795863	0.0700597711852571	0.5671432048852038	0.28023139438333966	2.0238389283014664	0.010746681842987327	0.022012193446592356	0.8941730056139813
84	ACOX2	-1.3286768633090515	3.659746352729859e-15	0.1995106317010695	0.5303475205398709	-485.65774747580826			0.1689125510246593	3.444118054109559e-14	-0.513928805249625	0.1637831133103318	0.2941351632087362	0.5671804413472307	-130.89796986946027			0.3690797330252747	0.3985704664950849	0.8147480580594265	0.4058956752955939	2.0072844024910723	0.011179847246060248	0.02248882818241884	1.3703498598605603
85	IQGAP2	-1.435170402143197	1.4493199233754902e-38	0.2419029997959718	0.2338542502385425	-326.9058607468708			0.1105079248015571	5.046531973193457e-37	-0.7812917199068805	0.0110026189828312	0.1576512684379585	0.431605556160877	-118.627097337049			0.3072787372783524	0.0741037263688749	0.6538786822363165	0.3265458985002343	2.002409723225623	0.011310170898760352	0.02248882818241884	0.8772888128681571
86	ALDH3A2	-2.0471164711704914	6.153091031703187e-79	0.1812297301102343	0.2174359327099028	-305.0353654241308			0.1088263067631828	1.5303616408850355e-76	-1.5703230287430971	3.396463038201203e-13	0.3240771741720806	0.1877450992875943	-72.96248615928619			0.2157729064220109	2.859821878165413e-10	0.4767934424273943	0.24166322059741785	1.9729665161653847	0.012124844333821438	0.023831590587166274	0.3825318229373234
87	SLC27A2	-1.48200518076656	3.928673661950235e-34	0.7586622898374503	0.2835200511665129	-371.4131686898226			0.1216661991601507	1.15569154063477e-32	-0.8757953567566087	0.0020909437905729	0.291641820305411	0.3774669033159622	-114.0803582717274			0.2846262537252316	0.0212117430320778	0.6062098240099513	0.30953960704203487	1.958424092486585	0.012545067507134855	0.024377347087727957	0.758884784876765
88	XDH	1.4009616262893203	2.4045773320865126e-32	0.1175912667981302	0.2679409403171687	-347.1810186725097			0.1183175362384187	6.440567900250183e-31	0.7660415663216167	0.0116105974079254	0.3592642190473725	0.3852040733015442	-109.70929251928604			0.3035314256837408	0.0769773465942771	0.6349200599677036	0.3257765580257944	1.94894336110406	0.012825547256065384	0.024642343604350345	0.8709228577537335
89	ACO1	1.2046306661370232	2.27020641698362e-29	0.2495062842273068	0.2161712278181859	-307.2012254546444			0.1070615482543896	5.566801932349976e-28	0.5603027495811376	0.085292874615687	0.2777490378913742	0.4698280396229276	-124.04567631919434			0.3256119638437382	0.2684732726220877	0.6443279165558856	0.3427613252874409	1.8798151046228737	0.01503332029076826	0.028563308552459695	1.1043124135593307
90	NDUFA4	1.0985497588901365	1.4309165869151964e-44	0.2928508021929422	0.1175218035581462	-181.33676712678744			0.0784337878730142	6.387758404665018e-43	0.6167157918857838	0.0158160100926535	0.1592039794799074	0.2938808542673406	-97.64400123927705			0.2555663423321233	0.0961522057618358	0.48183396700435266	0.26733128214469964	1.8023852769446866	0.017871202496050398	0.033582149745325474	0.8329225240547125
91	PRXL2A	-1.119545858401822	1.6921457264702126e-26	0.346873307063286	0.2061969155647261	-299.5014656599833			0.1050941371842661	3.776956038185436e-25	-0.6540053915630453	0.0058993034823028	0.583545346196313	0.2419461961301354	-87.44520929991933			0.2375328164209118	0.0462066375078974	0.4655404668387768	0.2597433667052076	1.7923093580562386	0.018270856274722358	0.033959961119320904	0.7755391901774424
92	CCT8	-1.347677153483327	2.446080106364914e-18	0.0226946679704173	0.4630026942175221	-453.97681769596966			0.1542925194525424	2.97805976586106e-17	-0.807946163647219	0.0023716097830289	0.2250691670008181	0.3188417636165826	-103.4557820060988			0.2658365742635122	0.0236318986663945	0.5397309898361079	0.3073682901263125	1.7559748587413044	0.019773175376690655	0.0363571289184312	0.7381438597774473
93	HIBADH	-1.11120742701491	5.652057091035917e-19	0.2471125857053347	0.3002152031885586	-376.23456399836505			0.1248734473139199	7.182650653644916e-18	-0.5354007728914271	0.0804369579799173	0.2387178846590958	0.4365653000048763	-122.90365633886336			0.3062659546740017	0.2635327572727254	0.5758066541234829	0.3307449362219171	1.7409386843556656	0.020423581729576146	0.03686799122755685	1.0534370203221117
94	HSPB1	-1.228719293143229	7.241256247590221e-30	0.2981708169894225	0.2132308594067509	-300.173007206414			0.1082372951247	1.8271053807325475e-28	-0.5970629207661463	0.0849526261798695	0.1444764847010991	0.5084892447942579	-124.14079783089738			0.3465964832415953	0.2684732726220877	0.6316563723770826	0.36310388906117885	1.7396023325728018	0.020482217348642695	0.03686799122755685	1.0412004813870988
95	NDUFV1	1.179926899378196	1.4296973967755918e-15	0.1766809399951984	0.4267439703666159	-450.4833698963032			0.1478073594305349	1.414263163514946e-14	0.5593039164340156	0.0921602051467422	0.0189132981522783	0.5044068007737661	-122.62886591571656			0.3321063117616025	0.2816656723541086	0.6206229829441804	0.3635128853475789	1.7072929405260597	0.02194190439794047	0.039084017208831465	1.0769931446161547
96	CPOX	-1.082899682748086	1.5094815402307088e-11	0.1539254040356557	0.4780746325591101	-462.81735644947184			0.1605012567371388	1.0995846701011147e-10	-0.4309274439383438	0.215983797722256	0.2830229450099722	0.5016290096319107	-121.060836957892			0.3482866057626835	0.4746481426572251	0.6519722388097421	0.38348952158812877	1.700104441210694	0.022277820515502478	0.039273271218050756	1.3293827156924192
97	MYO1B	-1.2688141613206414	2.294191521155403e-23	0.2426371360848779	0.309343115080723	-379.7951696922985			0.1273985212872036	4.249135572693145e-22	-0.663898020913742	0.0523790639673167	0.1407210524035981	0.5203380535333204	-123.13441846537025			0.3422145661901196	0.2004689630021851	0.6049161404068994	0.36515913317190607	1.656582255391988	0.024400990582981896	0.04257723867030515	0.9344472219696689
98	ACSM3	-1.026147951009191	9.2001763304519e-17	0.1881364230369714	0.289092878221857	-365.8387586556687			0.123414034524463	9.948762106407925e-16	-0.5710164650620485	0.022181680846698	0.2131918183891177	0.2703249005345331	-93.4866811128075			0.24965280257474	0.1174652532888034	0.4551314859471426	0.2784915541825774	1.63427392720413	0.025550336437390297	0.043691075307937415	0.84563450420299
99	SORD	-1.761169937313214	3.772455189627355e-68	0.1869408593248993	0.1877126562037495	-273.6809501223381			0.1009569122259765	5.473203737617687e-66	-1.3047255722070024	5.349130730585763e-07	0.2179205357190943	0.3098393302587278	-103.5358652881389			0.2602504026326637	3.5457887898616e-05	0.45644436510621156	0.2791461448715835	1.635144792403245	0.025504674540101024	0.043691075307937415	0.43278773191212033
100	SLC2A2	-1.129984102293894	1.2332464539116089e-21	0.1372969758939314	0.2734746296180236	-356.30560615642185			0.1182583344226365	1.951892796600101e-20	-0.6899586353747998	0.0045157290707291	0.2190637500984353	0.2723682272861402	-95.53508602399565			0.2429696403815868	0.0389085100018155	0.44002546691909405	0.27022079825130735	1.6283922990630317	0.025860432371679565	0.043783504312447576	0.7117206988857635
101	AGXT2	1.0013757022179577	2.286055343086749e-45	0.2703306957986375	0.0942563197916907	-134.64423867788196			0.0708398195306123	1.0756817168416296e-43	0.5612631104487396	0.0340254537491757	0.4549011913995687	0.3057247003082296	-101.29549506758616			0.2647754866825533	0.1532055190203529	0.44011259176921813	0.2740881945270768	1.605733484904765	0.027083120178186093	0.04496323835407594	0.8352342098012994
102	SPRYD4	1.6089815747645029	4.6440059680599325e-57	0.1506473643513148	0.1985454920899346	-288.9066176250408			0.1010701385703657	3.6750974501783365e-55	1.222280315565777	2.065373969034973e-08	0.1953492493927807	0.2049875107263606	-76.97426168643875			0.2180138504235804	3.1618997853226307e-06	0.3867012591987258	0.24030233433562026	1.6092280595936128	0.026891620748285106	0.04496323835407594	0.396572616964665
103	TUBB2A	-1.0033533178047234	1.2024178556606449e-15	0.9690773112512562	0.3013494917808051	-385.6859050930784			0.1253532895193956	1.1962339924029615e-14	-0.4455106757706024	0.1728686946929704	0.1790995850298086	0.4593053391221115	-120.07000113338154			0.326849851028417	0.4129232366850526	0.5578426420341209	0.3500632404446828	1.5935481866804908	0.02775931685043309	0.045409217794467424	1.1712978131199585
104	NDUFS3	1.24480927195598	8.171742923859832e-20	0.1898662257358107	0.3678089500924936	-420.65118740955313			0.1366288935753335	1.1114847211281224e-18	0.7010862384872912	0.0251759842099749	0.0542081698707909	0.4531445952563738	-120.98081296056728			0.3131678401802031	0.1281062254845399	0.5437230334686888	0.3416746269226807	1.591347412495253	0.027882853031690524	0.045409217794467424	0.828260889588021
105	CKAP4	1.2056689977434605	3.941572803904695e-23	0.3275250840947939	0.2870453090890614	-371.8883082712728			0.1217176345594104	7.074513661441313e-22	0.6590046457024491	0.043358975538348	0.5235445917604815	0.4777681002551011	-125.86803391813692			0.3262019091193812	0.1808377585018143	0.5466643520410114	0.3481707455773204	1.570104206011215	0.029097717561717418	0.0469406575759781	0.8714733458571089
106	GPHN	-1.2983289709064052	1.259698937019287e-23	0.1473266244949293	0.3184198061392604	-379.2563897916807			0.1295887230637409	2.3582105906995473e-22	-0.7779487993705297	0.0120475718515647	0.0402953029660286	0.4239746659535523	-112.92383958480974			0.3098474429554317	0.0783324748958883	0.5203801715358755	0.3358551399804839	1.5494185128925348	0.030320286571226263	0.048455785081118606	0.7389088674667186
107	COX7A2	1.2709708394642596	9.475053232365411e-23	0.1405217974274458	0.3187590440126036	-383.5307728019754			0.1294609673927724	1.6332740274800177e-21	0.7949722132609306	0.004644067999029	2.363209977682201e-10	0.3504124826811284	-104.20877271608832			0.2808356289456943	0.0389085100018155	0.475998626203329	0.30923905407240554	1.5392578005101458	0.030935342932431775	0.04898095964301698	0.6769545904959521
108	SELENBP1	-1.2354222562125048	3.9344184696763392e-31	0.396744219398309	0.2150391165518549	-309.75115330171			0.1064655737227586	1.0378519023797736e-29	-0.841427189936765	0.0003815088863017	0.3008439587508857	0.2494915595654565	-90.35940416423784			0.2368512605051509	0.0056356224958961	0.39399506627573977	0.25967949089405384	1.517235977778796	0.03230177894425679	0.0506752678850267	0.5540938829627826
109	CNOT3	-1.1334481697538117	4.600454992482351e-22	2.2500071672797954	0.2073303638029308	-251.79828796024708			0.1173731601250077	7.348066185240158e-21	-0.7144575080951087	0.0081362248373319	0.2833087752799068	0.3149026972351707	-97.9235748145138			0.2699770502336494	0.057811825426443	0.418990661658703	0.2943876124611787	1.423261862670787	0.0386650645457291	0.059005924487573545	0.6657983055022677
110	CYB5A	-1.2050748357330567	4.4441275973725713e-23	1.1409277805180378	0.2807181683794145	-371.20556234904006			0.1218052392293634	7.895128721454741e-22	-0.8054095135132143	0.0015199870169269	0.2302744574487954	0.283874004031965	-96.27604094639202			0.2540050734195928	0.0165139234613224	0.3996653222198424	0.2817003614243602	1.4187604169161037	0.038992219105823456	0.059005924487573545	0.5813283226609992
111	CHDH	1.318575579520425	2.715448069222273e-50	0.2895009889667266	0.1500458288063306	-232.35152497845772			0.0884182416096064	1.5758650295053258e-48	0.8936643875506746	0.0016239635613717	0.95728291937423	0.330807484706463	-100.45490212698463			0.2835618313635804	0.0171805330445327	0.42491119196975047	0.297027099194	1.4305468865392124	0.03814002975673736	0.059005924487573545	0.561175228211667
112	ALDH1A1	-1.1264336826421553	3.641574394297472e-33	0.6500774204358133	0.1675856298961279	-261.5652522218454			0.0938854264442111	9.90622034448734e-32	-0.8510100510509369	4.87476151103792e-07	0.3363369352470784	0.1201252059076619	-49.896946509886334			0.1691472868171339	3.420457660244941e-05	0.2754236315912184	0.19345613956710997	1.4237006497055313	0.03863328639301844	0.059005924487573545	0.40451430282056633
